user_name,score,content
Zaki Yuansyah,5,aplikasi nya bagus tapi kalok mulai belajar jangan pakai energi jadi agar bisa bermain/belajar lebih lama
Irma Yani,5,aplikasi ini sanagat bagus sekali bisa belajar dan sekarang ad vitur baru lagi vitur geme
Wiji Setianingsih,5,sooo goood!!!!!
kiaimup ItsmeKia,5,bagus si tapi adalah pokoknya
Sakura Cihuy,5,bagus banget! pelajaran nya gampang dipahami+terjemahan nya
Pak Woo,4,tolong tambahkan sistem report agar tidak ada yang afk di catur !!
Aris Dalijo,4,"duolingo!!!, ini bagaimana aku baru selesai belajar dan dapat nilai tapi saat aku pencet selanjutnya kayak biasanya itu tapi layar ku malah hitam terus-menerus aku kesal harus keluar dari aplikasi lagi!, tolong dong di perbaiki aku gak mau unstall duolingo nya karna aku dah punya banyak skor, jika aku hapus nanti sia-sia usaha ku selama ini. tolong di perbaiki lagi 🙏🙏 . ini bagus cuman bug aja aku juga dah kirim bantuan ke kalian tapi sampai sekarang belum ada tanda""duolingo ku kmbali semula"
Jois Jesika wallo,5,apk nya bagus banget apa lagi apk ini cocok untuk yg baru belajar bahasa inggris ini rekomendasi baget sih
Dhiya Dewi,5,tambahin bahasa Thailand dong
Ahmad Syadid,5,good
Kayas Denai,5,"game ini seru banget karena bisa belajar sambil main gitu. pilihan untuk belajar nya juga banyakk bangett ada bahasa ingris,ada bahasa italia,ada matematika,ada catur,ada bahasa thailand,ada bahasa jerman,ada bahasa arab,dll. tapi kayak ada ganggu²nya gitu soalnya ada penawaran super tapi ga papa deh soalnya pas waktu aku sampai di harta karun aku dapat super gratis jadi ga perlu pake uang lagi pokoknya aplikasi nya recomended banget deh buat belajar dan bermain segitu aja dari aku ya dadahhhhh"
Farhad Top,1,apk kikir
ARIZ YT,4,aplikasi nya memang bagus tapi tolong di perbaiki dong itu yg bahasa inggris satu masa di tulis a doang terus juga pas pertanyaan lain ada singkatan a tapi artinya beda Ama yg satu. tolong dong di perbaiki biar yg Masi pemula ke saya kaga bingung.
Andini Dawi,5,sangat bagus
Oppung herbet,3,aplikasi ini sangat mendukun anak sekolah
ANGGA RAKASIH,5,MENYENANGKAN
Daffa Setiawan,4,bugjawaban bener jadi salah
Amiir Zahid,5,bagus
Khairunnisa Nisa,5,sangat bagus
Naufal Abyan,5,belajar nya seru banget!
Tika Siti Zulaikha,5,belajar disini seru dan ga ada bug juga😄
Muhammad Rafid,3,tolong dikasih mode blajar Grammar yang tepat karna kita butuh ini
Muhammad Robbi,5,bagussssss sekali duolingo makasi atas pembelajarannya 😊😊😊
Belinda,5,Bagus </3
anugrahmusic batam,5,bagus banggettt 5 star dee pkoknyaa
Meisya Ariqa B,5,bagus banget buat belajar bahasa yg kita kurang bisa.
Awrora Zee,1,"katanya bisa trial, pas batalin trial ga bisa bisa"
tri kusuma atmaja,5,aplikasi sangat bagus buat pemula yang ingin belajar bahasa inggris dari 0
Tasya Tiara safitri,5,seru tapi harus ada baterai untuk belajar
HabibIlham Manalu,5,bagus banget jadi pintar deh aku ehek
Ismanu Notonegoro,4,"bagus sebenarnya tapi kadang ngomong udah bener disalahin ,,,"
Abet Ubaid,5,seru bisa belajar banyak bhs
Liu Tjhiang,5,"bagus banget sih menurutku, tapi kok orang ada ya matematika aku gak ada tuh😭😭"
shashie andriani,5,seru!!!!
Alby lutfhi,5,sangat bermanfaat
Anindita niswa,5,gak ad kata kta pokoknyy akuu sukaaaa
Hasna Pardi,5,suka banget sama duolingo bikin aku jadi lebih bisa bahasa inggris
DAFFA,5,aplikasi nya bagus tapi ada kekurangan nya dibagian iklan nya yang terlalu berlebihan
silfia putri jelita,3,"knp si eror nya eror bngt, api aku uda 191 hri, uda ngerjain jg, tapi tiba tiba balik lagi ke hari pertama, jujur ksl bngt"
Suci Tama,2,tapi kenapa tidak ada pelajaran lainnya
Arghani Abdul Faqih,3,"sekarang apknya terlalu menuntut untuk berlangganan, yg gratis cuma kaya trial sebelumnya pakai sistem nyawa sekarang cuma diberi 25 kesempatan jawab, itu pun kadang cuma bisa 2x pakai belajar, bagian voicenya juga sering ga denger apa yg diucapkan"
Azka,5,ngebantu aku belajar bahasa Inggris
Sky,2,"ada bug,udah belajar buat hidupin streak tapi malah ga nyala terus energinya tetep kepake,selain itu bagus"
atep rijal,5,tolong bantu kembalikan uang saya yang tidak sengaja membayar berlangganan selama 12 bulan itu tidak di sengaja
dwi,5,bagus
Gaisan Albany,4,Oke sekarang sudah di perbaiki 🙂
Fzthfx,4,👌🏼
English Club,3,berharap ada bahasa arab
Abizard,2,aplikasi nya bagus ada permainan caturnya
afra zahirah,5,bagus bgt buat belajar tapi aku saranin energi panjangin dong waktu nya
Anak ayah,5,bagus bisa mengajar bahasa china
Nata Papinyaeluzaelodi,4,bisakah duolingo ini gratis saat vidio call tapi bagus kok cuman bayar nya aja maaf ya duolingo kalo kasih nya empat bintang
Reno,4,gue saranin tambahin kursus coding
Fahyyad,5,inisangat bagus dan bisa membuat belajar bahasa
Tapirkece1212 Di panggil nengok,5,"aplikasinya bagus cocok untuk pemula yang baru belajar bahasa. tapi kenapa kok kadang gk ada animasinya pas pelajaran. dulu ada sekarang gk, apakah ini bug? jika iya mohon terbaiki 🙏"
nian rosita,5,aku hampir bisa bahasa inggris berkat ini
Medina Sinaga,5,duolingo adalah aplikasi yang diguna kan untuk belajar tentang bahasa asing!
Mactha,5,ini membantu aku bgt sih buat belajar bahasa inggris dan nilai bhs inggris ku jadi naik
supri yadi,5,"hola, Como estas?"
Dyna Barberra,1,ada bug pada tes microphone jadi ini menyebalkan
yanuar dwi atmoko,5,aku suka aplikasi ini
isharyuni isharyuni,5,suka ini aplikasi bisa belajar soalnya nilai aku naik di sekolah aku juga lagi belajar spanyol
Aulia Najwaalifa,5,sangat bagus dan saya mulai mengerti
arkaarziki putrapratama,5,bintang 5
Kon Tol,5,aku jadi bisa bahasa ingris
Aris Agustian,5,"sangat membantu saya dalam belajar bahasa, ada catur juga, namun ada beberapa translate yang kurang akurat di bahasa jepang atau indo ke bhs inggris, semoga ada perbaikan supaya lebih akurat lagi.. thankyou so much dualinggo selamat belajar bahasa... semangat..."
Dian Lesmana,5,good
Aliyhaa Aliyha,5,bagus buat belajar anak² mantaaAAp...
NothingTadets,5,nice
Brad Pitt,5,mantap
Nata Alien,1,"Please STOP using AI voices for lessons. In every language. BCZ the audio sounds flat, UNNATURAL, and LACKS emotion. It’s a huge downgrade to my LEARNING experience. Why not hire real humans? It would provide jobs and make the dialogues more EXPRESSIVE. IDC about the excuses. I only care about the QUALITY of my EDUCATION on Duolingo. Thank you, and love you."
Syakilla Aira ramadhani,2,kok xp aku berkurang banyak sih
Putri Okta fani,4,"app nya bagus, tapi sesuai pengalaman ku, pernah sekali suara yg dikeluarkan karakter beda sama teksnya, jadi bingung,ternyata suaranya yg salah.."
tataa,5,"aplikasinya bagus bagettttt, sukaa. aku bisa belajar banyak bahasa dari aplikasi ini. tapi kalo bisa tambahin bahasa lain kaya bahasa thailand gitu, pengen banget belajar bahasa thailand juga hehee"
Aulia,5,buat belajar bahasa
Bonsai Estetik,5,"Duolingo is a fun and engaging app that makes learning new languages feel like a game. With bite-sized lessons, interactive exercises, and daily streaks, it keeps users motivated and consistent. Perfect for beginners and casual learners, it turns language study into an enjoyable daily habit."
Elvi Yupi,5,aplikasi ini sangat membantu saya dalam belajar bahsa inggris dan jepang.aplikasi ini yng membantu saya mendapatkan nilai tinggi
Yaali Annar,1,The App is lagging and sluggish now. It would often refuse to send my score and finish a lesson. When I restart the app I need to repeat the lesson again. It also often stuck on startup and need to be restarted repeatedly. I'm canceling my subscription. This is not the acceptable level of service for paid app.
Muhammad Zakaria Zaka,5,super gokil
Mhmmd Irsyn,5,AMAAZIING
Siti 78,5,suka bgt bisa buat belajar bahasa luar apalagi buat aku yg obsesi sama bahasa Jepang
Russman Zani,1,hal terbodoh sepanjang masa kalian menyisipkan penyimpangan dalam aplikasi ini yang penuh potensial
Akun game Ku,4,"bagus sie, cuma getarnya ganggu banget ga bisa di matiin lagi."
Ibnu Jafar,4,aplikasi yang sangat menarik untuk belajar bahasa Inggris dengan mudah dan cara kerja aplikasi nya cepat runtut pokok nya ini rekomendasi banget yang kepengen bisa bahasa inggris tapi karakter di dalam nya tidak ber ekspresi tapi gapapa yang penting aman
ARMAN CHANDRA,1,"Lama lama lelah dan bosan juga belajar disini kebanyakan nonton iklannya. Setiap soal yang jawabannya benar selalu di potong, jadi harus sering nonton iklan untuk menambah energi yg dapatnya juga sedikit. Setiap selesai 1 bagian pelajaran, muncul iklan."
Viviane Rachel,2,"kesel, males gamood bgt disuruh belajar mulu notifnya"
Zephyr McDonald,4,dulu gak ada iklan sekarang ada iklan tapi makin bagus dan makin cepat memahami belajar semua bahasa termasuk usa(amerika)
Agil Purnama,3,Perbaiki sensitifitas mikrofon. Saya sudah benar mengucapkannya tetap aja salah padahal sama banget sama yang audio tetep aja salah. Padahal pengucapan sudah benar. Perbaiki di kualitas mikrofon.
Hananda Jingga,5,bagus
Marchel23,5,aplikasi yang super bermanfaat
Hector Reynold,1,terlalu memaksa
Swet Moon,3,"ada bug di mana saya tdk merender gambar dengan baik cari susah untuk main catur tampa tau pion apa yg saya naiki, dan ini sudah lama bermasalah dan tetap ngebug"
Lila Fahada,5,bagus banget otak aku jadi ambyar bikin aku pinter deh aku belajar bahasa Inggris tapi ya guys
Athifa Davina _7E,5,saya suka dan saya suka dari cikoooooooo
Saka Aji,1,rusak apa gimana ini kok suaranya hilang terus gw bilang gate kok salah gw bilang my dad and my brother your Ok bro? masih salah
Indah Mentari Nabawi,5,"aplikasih nya bagus cocok ni buat belajar bahasa apapun lah itu,dan yang lucu nya tiap alu jarang main gambar aplikasi nya berubah gitu kaya ada reaksi dari duolingo nya btw semangat ya yang buat aplikasi duolingo nyaa"
Rindy Sugeha,5,seru banget aplikasi nyaa dan bikin lancar bahasa inggris kuu
Fiqri Susanto,5,i hope someday you guys have farsi course
Abdu Roby,5,Tolong hapus Oscar yang ngeselin atau aku berikan bintang 1
Marsani Sepriani Kase,5,aku bisa belajar bahasa Inggris dengan baik sekalii
Tes S,5,sangat baik dalam pelajaran bhs ing saya membantu menaikkan nilai saya👍👍👍
Fadiya Alifa ramadhani,5,kata aku aplikasi ini sangat membantu untuk belajar bahasa lainnya dan menurut aku ini cocok banget untuk pemula maupun yg udah ahli
MY R1,5,bagusssss
Gia Zela,4,bagus!! belajar lebih mudah
Neck Sans,5,Bagus banget buat belajar bahasa tunggu apalagi donlot sama tolong dong tambahin sekin di Caturnya biar kalo main gak cuma hitam putih
Adelia Da cruz,4,sangat baik
Abi Sim,5,membantu belajar bahasa dengan mudah dan dasar
Oppo A3x,5,aku suka banget sama permainan ini
Nurnia Nur,5,aku makin pintar dalam berbagai bahasa
ikha,5,sangat bagus
Rafael,1,"ga bisa leluasa belajar, 1 soal lagi malah abis kesempatannya"
Risha Killa,5,"Saya suka apk ini, karna bisa belajar bahasa lain dan saya bisa masuk Waseda university yang ada di Tokyo berkat duolingo saya bisa bahasa jepang"
Ahmad Raihan,2,hp ku lagi disita karena tka malah disuruh belajar
Ayu Putu,5,Duolingo sangat membantu saya
Raudatun Nisa,5,Membantu mempelajari bahasa yg kurabg paham menjadi paham
Sacindo MadinaST,5,seru tapi males
alfrin suwandi,5,good
Athaya farras,3,seruu
Alida Alida,4,aplikasi duolingo ini sangat bagus untuk belajar bahasa inggris pemula selain belajar kamu juga bisa berteman sama siapapun loh. Dan juga iklan nya sedikit. pokoknya bagus sekali ayok instal aplikasi ini.
Baiq Endangsri,4,bagus
Halimatusadiah,5,Buat belajar berbagai bahasa
Risky Zafran,4,mantapp!! membantu untuk pemula...
Cireng,1,kenapa ga bisa batalin langganan dh
Syifa Auliya,5,"Seru aplikasinya sangat bermanfaat bagi yang mau belajar bahasa di luar negeri, cocok sihh buat yang mau kuliah atau sekolah di luar negeri ."
Keysha Evelyn,5,"aku sampai hapal bahasan jepang ,China,Korea dan dll"
Hafiz Hafiz abiyyu fatih,5,"jujur, seru banget belajar pake Duolingo, belajar jadi lebih menyenangkan!"
Daffa K Husien,1,pelajaran selalu mengganggu aktivitas sehari-hari meskipun ada freeze streak
Lisa Rutherford,1,freeze di update misi harian
18-025 Feriansyah Hidayat,2,"Suara getarnya mengganggu, meski hp sudah mode hening. Tolong dihapus atau diberi pilihan untuk mematikannya dipengaturan aplikasi"
Faisal Faisal,5,aplikasi ini bagus untuk saya yang ingin belajar bahasa Inggris untuk menutut ilmu dan pekerjaan
Rahayu Larasati,5,aplikasi ini sangat membantu sayaaa
zultfikan,3,"jujur gak ngerti pas baru mau mulai bikin akun di apk nya gak bisa karna masalah jaringan, dan pas coba buat scroll dan game aman"" aja , tapi pas balik lagi mulai bikin akunnya tetep gak bisa tolong developer ini kenapa ya"
Liliana Santoso,2,temen²ku kl batre nya habis cuma nonton aku harus latihan😤 duolingo... kamu hrs kasih iklan ya kl mau isi ulng batre😤😤😤 plisss deh ya duolingo plis banget loh😡😡😡😡😡😡😡😡😡😡
Ena minarti,5,bagus bangett
Levi Ackerman,1,"kecewa , masa runtutan ku yang udah dipertahanin satu tahun lebih hangus. padahal udah ngerjain misi lo , pun masih punya pembeku runtutan. tapi kenapa masih ke reset sih , sedih lo udah excited belajar malah runtutan hariannya direset.😭"
Dig Rt,5,sangat luar biasa saya bisa belajar banyak bahasa dan yang pasti gratis dan saya ingin memberikan masukan sediakan pembelajaran bahasa Arab atau Alquran
Joice Alexander,5,bisa meraih cita² sya sangat mantap 👍👍
Azel Aja,5,aplikasi nya udah bagus banget tapi pas saya mau belajar bahasa Korea kok bahasa asli kita jadi bahasa Inggris ya soalnya aku belum bisa bahasa Inggris hehe tolong ubah ke indo ya mksh😊😊
Arifin,5,bagus
Azka Dzikri alfahrezy,5,aplikasi yang bagus untuk belajar catur dan berbagai bahasa
Fanani Faiz,3,lumayan aplikasi bisa buat belajar banyak bahasa dan ada bahasa jepang yang saya suka tapi ada bug jadi saya belajar tapi tiba² salah padahal udah bener terus kesalahannya itu katanya sip jadi tolong di fix ya🙏
Syariva Maris,2,Awalnya nyaman. Lama-lama banyak unsur LGBTQ++ Bikin risih. Uninstal aja.
Ifa Kartini,5,bagus
Nicho Xaverius,5,bagus
Sriyatun,5,Aplikasi Duolingo sangat bagus dan menyenangkan belajar di Duolingo
Ciliatafadliata,1,TOLONG KEMBALIKAN LAGI HEART SYSTEM! ENERGY SYSTEM BUAT BELAJAR MAKIN TIDAK EFISIEN!
Rivki Anjay,5,Pokoknya bagus banget bisa belajar bahasa apasajah dengan mudah .cocok nih buat yang sering ngehafal berkali kali tapi tetp lupa lagih. belajar nyatuh jadi tambah semangat karna kaya lagih main game gituh keren pokok nya tapi jangan lupa selalu belajar yaaa di duolingo biar tidak lupaaaaaaaaaaa
Iskal 505,5,gara gara apk ini aku jadi lebih berani berbahasa inggris
Khanza Cantik,5,bagus banget
fahreza aryaramadhan,3,segoma bermanfaat
Auliya Putri Salsa Bella,5,lovely
Vinn O,5,bagus
Farras Desyane TJahyani,1,sulit melakukan pembatalan langganan
Pos Mamang,5,415 yang cukup di Duolingo makasih sudah cukup
Nur Jana,5,aplikasi duolingo ini sangat mambantu saya dalam belajar bahasa asing. saya sangat merekomendasikan ini bagi para pemula yang ingin belajar bahasa asing
eli yulianti,5,sangat jelas dan menyenangkan
Vistatab11 Biru,5,ini bisa membuatku jago dalam bahasa inggris
Fera Indayani,3,"pliss harus ada perbaikan ni aplikasi karena ngebug banget, selalu di update tapi gada perubahan, kesel banget setiap main selalu loading sampe 2 atau 3 menitan sampe pengen ngeuninstall tapi sayang banget udah jauhh, pliss deh ditinjau lagi nih aplikasi untuk perbaikan"
Kezico Travie Saburu,5,yah lumanaya buat belajar👍
Rizkyana Buudiman,4,"aplikasi duolingo mudah banget buat Aku yang minus bahasa inggris, jadi sangat suka aplikasi ini cuma kalo aku gak aktif. kadang notif dari hp buat aku belajar kembali 🥳💃"
Meliaa Febriani,5,sangat seruu
Kurniawan 98,4,puas
Issyakar Akhyat Al Azzam,3,"seru bikin pintar, tapi suruh bayar gasuka"
Mamgg Hehe,5,mudah untuk belajar bahasa Inggris
Sinta,1,"Even though it's good educational applications, I'm a bit disgusted and disappointed when lessons between girls and girls or boys and boys are called a couple"
Bona Bona,5,sungguh bagus jadi cepet hapal sama tau cara nulisnya
Mukharomil Mubarrok,3,kadang ada suara kadang nggak
srikumala devi,5,bisa membuat saya berbicara bahasa Jepang dengan lancar Terima kasih dulingo
SINTA BELLA NOOR,5,membantu
Si Faiz,4,"Aku kasih bintang 5 udah bagus tapi tolong bisa gak sih nunggu hatinya di cepetin dikit kayak 4 jam gitu karena nanti kelamaan jadi gak main duolingo sudah itu nanti api aku hangus 🔥dan aku jadi juara terakhir di papan peringkat 🚩,mantap sekarang ada catur"
Hashir Ahmad,2,jawaban tidak ada
Krisanti Savitri,5,seru banget sumpah
Naima Ulfatunnisa,5,bagusss dan gampang untuk dipelajari disini
Zefanya Karyadrana,5,"aplikasinya bagus banget dan Duolingo nya lucu. Sya jdi bisa lancar berbahasa Inggris🇬🇧 dan bermain catur,dll dan pembelajaran ny tidk bkn boasan jadinya pngen belajar teruss"
Ade Rizky,5,good boy
Nabila,5,"ini tuh membantu banget,, suka dehhhh"
Aditia Padilah,3,kadang kalau bagian bicara suka gak kedenger
nat nat,4,adain fitur chat pls😭
ACHMAD ZAQI,5,sangat bagus
Billiard 88,5,membantu belajar
rull AnimeLovers,5,arigatou duolingo
ceyyinna rowrrte,5,ini sangatlah bermanfaat untuk yang sedang belajar bahasa orang luar dan mapel matematika
reino 502,5,i have more time but still stupid
Endah Fepi,5,dengan in aku bisa mengerti pelajaran dengan penuh
Yantoo Bonkie,1,ad karakter yang jomog
odlie suhendra,5,saya sangat suka.mudah di pelajari
