user_name,score,content,clean_content,sentimen
Aaronviraus Us,1,sangat kecewa dengan aplikasi virus yg semakin lama semakin GK berguna ini setiap kesulitan tidak ada solusi yg ada hanya ditunda gagal saya mau memindahkan akun premium saya ke no baru itu aja susah lelet putus putus woi banyak aplikasi yg lain bukan hanya dana lama lama kami juga GK butuh lagi aplikasi ini lelet dan GK berguna,kecewa aplikasi virus guna sulit solusi tunda gagal pindah akun premium no aja susah lelet putus putus woi aplikasi dana butuh aplikasi lelet guna,negatif
Rizqi leur,1,percumah dilunasin dana cicilnya ga bisa dipake lagi,percumah dilunasin dana cicil dipake,netral
Yono MS,1,"aplikasi penipuan, jangan di pake, tidak aman , gampang di bobol orang lain, Saya pernah tiba2 ada transaksi yg tidak Saya lakukan dan Saldo Saya habis di pindah ke rekening BCA **** 5303, chat ke Customer service tidak membantu..",aplikasi tipu pake aman gampang bobol orang transaksi laku saldo habis pindah rekening bca chat customer service bantu,netral
Firda Ristiyani,1,kenapa ko pke apk ini klo pke data ko selalu tida ada koneksi internet Mulu ya musti pke wifi baru bisa tolong dong inpo nya harus gimna supaya bisa klo pke data,ko pke apk klo pke data ko tida koneksi internet mulu ya musti pke wifi tolong inpo nya gimna klo pke data,netral
hendra12 hendra12,1,semoga lancar,moga lancar,netral
ciiynn 1,1,"plis deh ya dana, sering terjadi transaksi otomatis tanpa sepengetahuan dan izin pengguna. tolong dong buat fitur persetujuan transaksi tiba tiba, percuma disediakan pin tapi transaksi terjadi tiba tiba tanpa izin dan persetujuan pengguna aplikasi !",plis deh ya dana transaksi otomatis tahu izin guna tolong fitur tuju transaksi sedia pin transaksi izin tuju guna aplikasi,netral
Endi Nurhadi,1,uang saya di potong .tokennya tidak ada,uang potong tokennya,netral
Man Nurjaman,1,dana cicilnya gak Muncul,dana cicil muncul,netral
Bambang Imam,1,gx bisa di buka gx tau knpa,gx buka gx tau knpa,netral
Wahyono Eko,1,"knp untuk eMAS harganya beda dgn eMas antam pasarannya?, saya cek harga di web resmi antam, per gramnya nyentuh 2,9 JT, tapi di eMAS dana cuma 2,5JT, mana sebelum itu udh naro dana di harga 2,7 JT?",knp emas harga beda emas antam pasar cek harga web resmi antam gram nyentuh jt emas dana jt naro dana harga jt,netral
Hayati Athy,1,"parah banget aplikasi dana tiba-tiba saldo hilang,,,keamananya gc bisa di percaya,aplikasi penipu...",parah banget aplikasi dana saldo hilang keamananya gc percaya aplikasi tipu,negatif
Sandy Herwansyah,1,uang saya sudah 1700000 hilang di aplikasih dana ini. sangat merugikan. dan sampai sekarang uangku hilang gk bisa di kembalikan oleh pihak dana. pelayananya sangat buruk. kita gk bisa mengadu di aplikasi dana. sangat buruk,uang hilang aplikasih dana rugi uang hilang kembali dana pelayananya buruk adu aplikasi dana buruk,negatif
Andi Sunandi,1,tinggalkan dana!! isi saldo baru 10 menit langsung lenyap!! gk aman!!,tinggal dana isi saldo menit langsung lenyap aman,positif
Ade Barli Setiawan,1,gimana ini dana cicil masih belum bisa di oake lagi sedangkan sudah saya byar semua cicilan,gimana dana cicil oake byar cicil,netral
ahmad aji saputra,1,gk bisa masuk,masuk,netral
cintiya 04 bella,1,"gua rate b1 karna skrng klo top up di Alfamart malah kena pajak, kan jadinya klo mau tf kurang abistu jadinya malah ngutang😡😡😡😡😡",gua rate b karna skrng klo top up alfamart kena pajak klo tf abistu ngutang,positif
Dedi Purwanto,1,"boss kok susah sekali login nya booss,padahal punyaku akunya masih ada saldonya,tapi kenapa susah banget loginya,aplikasinya buruk sekali",boss susah login nya booss punya aku saldo susah banget log aplikasi buruk,negatif
Sugenk Priyanto,1,"aplikasi tolol, sering banget saldo kepotong..",aplikasi tolol banget saldo potong,netral
Davin R A,1,"hari ini error gabisa login ke akun, gabisa klick apapun, gada fitur sidik jari, bukannya merespon tapi yang balas bot dgn jawaban maaf maaf doang gada perubahan, kalo kayak gini terus aku ajak semua teman temanku ganti apk pembayaran aja",error gabisa login akun gabisa klick apa gada fitur sidik jari merespon balas bot maaf maaf doang gada ubah kalo kayak gin ajak teman teman ganti apk bayar aja,negatif
Arif Rahman Hakim,1,aplikasi gila saya tidak pernah berlangganan di wps langsung di potong dari pihak dana.. dana bisa main potong tanpa persetujuan nasabah.. dan tidak menggunakan pin..,aplikasi gila langgan wps langsung potong dana dana main potong tuju nasabah pin,netral
Muh Taufik,1,tidak bertanggung jawab main potong potong saldo aja. Bagaimana penjelasan anda tentang ini,tanggung main potong potong saldo aja jelas,netral
Daneess Kudus,1,minus... lemotnya minta ampun,minus lot ampun,netral
Owner Rocketgirlfounder,1,aplikasinya tidak bisa dibuka padahal sudah di download...😒 ngabisin kuota internet aja jadinya dihapus lagi...,aplikasi buka download ngabisin kuota internet aja hapus,netral
bobby alvero,1,saya sudah pakek aplikasi dana hampir 15 tahun dan hampir mencapai limit transaksi 500 juta? tapi knapa akun saya tidak ada fitur dana cicilnya? sangat kecewa dengan masalah ini?,pakek aplikasi dana capai limit transaksi juta knapa akun fitur dana cicil kecewa,negatif
gilang lesmana,1,"kenpa punya saya tidak ada fitur dana cicil nya,, tolong diaktifkan di akun saya",kenpa fitur dana cicil nya tolong aktif akun,netral
Romli Ls,1,tidak bisa logen,logen,netral
musa kellybis,1,Saldo ada tapi tidak bisa di pakai bayar.,saldo pakai bayar,netral
Nataliainnakasih,1,bagus,bagus,positif
Farid Ananda,1,"aplikasi rusak,uang tiba tiba hilang sebesar 500 ribu rupiah,sudah minta bantu cs buat tindak lanjuti tidak ada respon",aplikasi rusak uang hilang ribu rupiah bantu cs tindak lanjut respon,negatif
Johanes Harianto,1,"DANA HANYA MEMBALAS KELUHAN PENGGUNA DENGAN MENGGUNAKAN AI, TIDAK DENGAN CS LIVE, PENGADUAN TIDAK ADA YANG DI TANGGAPI SAMA SEKALI.",dana balas keluh guna ai cs live adu tanggap,netral
Najiyyullah Sabiq,1,"asisten dana sangat buruk, saya sangat kecewa karena tidak bisa membantu saya, uang saya hilang tidak ada rasa tanggung jawab",asisten dana buruk kecewa bantu uang hilang tanggung,negatif
Lojay Skip,1,upgrade dana premium lama tolong di bantu,upgrade dana premium tolong bantu,netral
darwin setiawan,1,uninstal ajalah fiktur cicil gak tersedia,uninstal aja fiktur cicil sedia,netral
Tita Saki,1,"saya beli pulsa beberapa kali di sini kok ga bisa, padahal transaksi udah masuk, rugi saya!",beli pulsa kali transaksi udah masuk rugi,netral
Rvaaa akunn,1,ga amanah,amanah,netral
Ayun Badu,1,Sangat di sayangkan uang saya hilang dalam jumlah yg lumayan tapi tidak ada pergerakan dari pihak dana untuk membantu mengembalikan uang saya,sayang uang hilang lumayan gera dana bantu kembali uang,netral
Nur Sadi,1,Mantap,mantap,positif
Mus Bihin,1,kurang bagus masa dana cicilnya ga bisa di pake,bagus dana cicil pake,positif
isti harah,1,"huuu, setelah muncul sudah fitur DanaCicil, tapi mallah lama lagi Data di proses.. 1 hari tidak cukup.. yang lain cuma butuh waktu 30 detik🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️😡😡😡",huuu muncul fitur danacicil mal data proses butuh detik,netral
Tris Kudus,1,bahaya pakai dana hati hati penipuan terhadap pinjaman yang tidak kita ketahui tolong ambil semua uang kalian di dana jangan tingalkan uang sepeser pun itu. .,bahaya pakai dana hati hati tipu pinjam tahu tolong ambil uang dana tingalkan uang peser,negatif
Nia Junengsih,1,gk bsa login padahal pin benar trs pake verifikasi wajah jga tetep gk bs STUCK di loading trs,bsa login pin pake verifikasi wajah jga tetep bs stuck loading,netral
Raka Pratama,1,"bisaa ga sih kalo pembayaran tuh harus ada izin dari pemilik, jangan asal transaksi tampa pengetahuan pengguna",bisaa sih kalo bayar tuh izin milik transaksi tampa tahu guna,netral
BangZun 119,1,masa buat top up game aja dibatasi lol,top up game aja batas lol,positif
Macan jalanan,1,dana cicil nya tidak bagus saya sudah bayar full malah tidak bisa di pakai kembali. amplikasi tidak bagu,dana cicil nya bagus bayar full pakai amplikasi bagu,positif
AG __,1,jelek banget ni aplikasi sering banget eror buat login pun susah,jelek banget ni aplikasi banget eror login susah,negatif
Zaenal Abidin,1,fitur dana cicil kok gak ad,fitur dana cicil ad,netral
anake radija,1,min knpa di dana sy ada tagihan cicilan padahal sy TDK pernah mrasa mengambil cicilan,min knpa dana sy tagih cicil sy tdk mrasa ambil cicil,netral
Imam Mustofa,1,gk bisa kasih solusi nih,kasih solusi nih,netral
muhammad yss,1,mau top up mlh gabisa,top up mlh gabisa,positif
Aya Deka,1,aplikasi cacat,aplikasi cacat,netral
Catur Andriawan,1,"gak bisa di semua tempat, kendala jaringan jadi Masalah",kendala jaring,netral
Bayu sampit,1,saya tidak dapet akses dana cicil,dapet akses dana cicil,netral
Mikail Israfil,1,"Saya kecewa Berat Dana tidak membantu saya pinjaman ,padahal saya uda banyak transaksi..ini hanya prank hoax menampilkan bebrgai apk didalam mmbuat android saya berat..dan Dana cicil hanyalah dongeng mereka tak sanggup memberi pinjaman padhal data KTp lengkap dn aman..Bintang 1 ,semoga Musnah dari playstore dan kita berpindah di seabank yg bekerja sama shopeepay dan terjamin",kecewa berat dana bantu pinjam uda transaksi prank hoax tampil bebrgai apk dalam mmbuat android berat dana cicil dongeng sanggup pinjam padhal data ktp lengkap dn aman bintang moga musnah playstore pindah seabank shopeepay jamin,netral
Hardi Miya,1,maaf alikasi DANA memotong saldo saya tanpa ada komfirmasi dari pengguna,maaf alikasi dana potong saldo komfirmasi guna,netral
Gunawan 123,1,"aplikasi tidak masuk akal, sudah di upgrade ke akun premium tetapi ketika ingin melakukan transaksi ke akun saya malah virtual account Belum di buat.",aplikasi masuk akal upgrade akun premium transaksi akun virtual account,netral
Achmad Ketut Wahidan,1,Limit tersedia.. telat bayar paling lama 1 hari.. tpi aneh dana cicil ga bisa???? mohon penjelasan giliran hilang saldo adem bae.. terima kasih,limit sedia telat bayar tpi aneh dana cicil mohon jelas gilir hilang saldo adem bae terima kasih,negatif
agus mulyana,1,sampah,sampah,netral
nicko13 nicko13,1,dana udah gak aman bisa di sadap sama org lain yg masih download bagus di hapus aplikasi bs kirim dana ke org lain saya bersumpah demi tuhan aplikasi yg mudah disadap ini,dana udah aman sadap org download bagus hapus aplikasi bs kirim dana org sumpah tuhan aplikasi mudah sadap,positif
kopi susu,1,tolong di perbaiki masa saya mau transfer selalu membal keluar mulu tolong segera di perbaiki,tolong baik transfer membal mulu tolong baik,positif
Anda Fajar,1,"apk bodong, masa yang lain dapet dana cicil saya aktip bertransaksi g pernah d aktipkan dana cicilnya",apk bodong dapet dana cicil aktip transaksi g d aktipkan dana cicil,netral
Faisal Sitohang,1,"fitur aplikasi dana saya Gak lengkap ini aplikasi nya kenapa si contoh nya fitur dana cicil saya, fitur dana cicil saya tidak muncul muncul, saya disuruh nunggu 30 hari notifikasi fitur dana cicil nya, padahal saya sudah menunggu lebih dari 4 bulan tapi notifikasi nya gak muncul muncul,ini aplikasi perlu diperbaiki saya udah chat asisten digital Diana namun di suruh nunggu 30 hari lagi. seharusnya ngasi solusi bukan nyuruh nunggu 30 hari terus , sekalian aja nunggu sampe kiamat nunggu nya",fitur aplikasi dana lengkap aplikasi nya si contoh nya fitur dana cicil fitur dana cicil muncul muncul suruh nunggu notifikasi fitur dana cicil nya tunggu notifikasi nya muncul muncul aplikasi baik udah chat asisten digital ana suruh nunggu ngasi solusi nyuruh nunggu aja nunggu sampe kiamat nunggu nya,positif
Faiz,1,gak bagus harus premium,bagus premium,positif
canii putri01,1,"pikir lagi deh yg mau download, akun sya di hack masa sya tdk main mobile legend dgn ff, tiba² ada kluar uang untuk byar itu mana smpe berulang- ulang lagi. sdh ajukan pngmbalian dana tpi ttp gbsa aplikasi merugikan.",pikir deh download akun sya hack sya tdk main mobile legend ff kluar uang byar smpe ulang ulang aju pngmbalian dana tpi ttp gbsa aplikasi rugi,netral
Lingga Pratama,1,dana macam tak berguna,dana guna,netral
Rofi Gatau,1,parah masa baru masukin akun di keluarin dr apk nya ah mls,parah masukin akun keluarin dr apk nya ah mls,negatif
Bang Zen,1,kenapa setiap isi saldo pas cek dia menilang gitu aja uangnya tanpa sebab,isi saldo pas cek tilang gitu aja uang,netral
Ari Irawan,1,kurang baik aplikasi ini 👎👎👎👎,aplikasi,netral
Awan Ridwan,1,"saya kecewa karna di akun Dana saya gak bisa di gunakan, padahal selalu pake dana kalu bertrnasaksi",kecewa karna akun dana pake dana kalu bertrnasaksi,negatif
Reyhan Login,1,"kok loading nya lama banget mau transaksi susah, saya transaksi di sebelah aman aman aja lancar kok di dana susah ya",loading nya banget transaksi susah transaksi belah aman aman aja lancar dana susah ya,netral
Gina Coa Gina,1,mengapa aplikasi Dana saya tidak bisa di buka,aplikasi dana buka,netral
rondy rondy,1,"cek riwayat transaksi bermasalah, tolong perbaiki",cek riwayat transaksi masalah tolong baik,positif
Awal Al,1,"kasi bintang 1 karna buru2 ada kerpeluan mau bayar pakei dana eeh malah tidak bisa melakukan pembayaran dengan alasan ada kendala pada bank nomor tujuan, padahal bank yg di tuju baik2 sja, tdk ada kendala",kasi bintang karna buru kerpeluan bayar pakei dana eeh bayar alas kendala bank nomor tuju bank tuju sja tdk kendala,netral
Ayunda Aswana,1,setiap top up di potong 1000 dalam sehari 20x top up 20 rebu cepet kaya bos orang lain rugi bank besar juga gk kaya gini bos.. udah pemasukan gede dana cicil gk bisa parah sekalian aja bos sekali top up 5000..udah bayar top up nya juga udab di potongin gk ngerti gue sistem lo,top up potong hari x top up rebu cepet kaya bos orang rugi bank kaya gin bos udah pasu gede dana cicil parah aja bos top up udah bayar top up nya udab potongin ngerti gue sistem lo,positif
Ahmad Zein,1,tiap kali mau bayar buat top up ep ep eror terus iw,kali bayar top up ep ep eror iw,positif
Leiva Nara,1,ribet banget login harus pakai wa,ribet banget login pakai wa,negatif
Yusuf Romadlon,1,makin ribet dengan adanya dana+ yang gak bisa dinonaktifkan jangan tergiur dengan fitur dana+,ribet dana nonaktif giur fitur dana,negatif
Supriatna,1,"lagi² saldo saya hilang dua kali dan tidak bisa di claim awas hati² pakai dana, dana tidak aman",saldo hilang kali claim awas hati pakai dana dana aman,positif
Nendi Rohaendi,1,dana cicil limit tersedia tapi tidak bisa di gunakan,dana cicil limit sedia,netral
Yoean Putra,1,"sangat kecewa sekarang kirim uang ke rekening bank kena biaya tidak seperti dulu, mulai kosongkan saldo dan uninstal aplikasi dana",kecewa kirim uang rekening bank kena biaya kosong saldo uninstal aplikasi dana,negatif
Gino Abdi pratama,1,g bisa top up dana mohon di bantu padahal sy udh perimum akun dana ny msih. kena limit jdi sy g bisa top up lg mohon di bantu,g top up dana mohon bantu sy perimum akun dana ny msih kena limit jdi sy g top up lg mohon bantu,positif
Noah Thomas,1,"tolong untuk cs,saya ada keluhan ,tidak bisa tarik saldo dana tabung ke saldo dana,apakah ada nomer yang dapat dihubungi?",tolong cs keluh tarik saldo dana tabung saldo dana nomer hubung,netral
481 Muhammad Hardiansyah Al Hadi,1,"tiba tiba error, udah gitu gbisa kirim ke bank pdahal udah premium",error udah gitu gbisa kirim bank pdahal udah premium,negatif
Rika Amelia,1,bagus,bagus,positif
Rishe Irmgard,1,apk gak aman saldo tiba-tiba lenyap padahal saldo masih tiba tiba mau melakukan transaksi gak bisa lagi karena saldo sudah tidak cukup padahal saldo banyak tapi langsung lenyap gitu aja tolong segera diatasi😓,apk aman saldo lenyap saldo transaksi saldo saldo langsung lenyap gitu aja tolong atas,positif
Ahfa,1,gw top up berhasil tapi saldonya gak masuk anj,gw top up hasil saldo masuk anj,positif
Ghoniyul Muiz,1,apk gak jelas sudah dapat limit dana cicil.malah gak bisa digunakan,apk limit dana cicil,netral
halid amri,1,beli data yang 8gb tapi yang masuk cuma 5gb dana nipu pengguna,beli data gb masuk gb dana nipu guna,netral
Ganda Ramadan,1,apan si fitur dana gini amat minta updet mulu updet tapi dana cicil malah di non aktifkan bayar juga udah ga jelas banget chat costamer servis malah bott yang keluar makin ke sini jadi males transaksi make dana udah fitur costamer servis ga ada ada nya bot diana apa pula apan itu,apan si fitur dana gin updet mulu updet dana cicil non aktif bayar udah banget chat costamer servis bott males transaksi make dana udah fitur costamer servis nya bot ana apan,netral
AB “Bocah tengil” TENGIL,1,tidak bagus meminta dana cicil tidak pernah di aktifkan sudah 25thn saya menggunakan dana,bagus dana cicil aktif thn dana,positif
Izwary Lbss,1,ada kasus penipu tepatnya pengalaman saya pribadi yg udah terjadi pada hari tgl 19/04/26 tolong dong pihak dana selidiki saldo saya terkuras habis sama pihak yg tidak bertanggung jawab,tipu tepat alam pribadi udah tgl tolong dana selidik saldo kuras habis tanggung,netral
Lia Fio,1,"GA BANGET APLIKASI NYA! ga dibuka beberapa hari langsung nomor tidak dikenal,mohon bantuannya APLIKASI DANA,uang saya juga masih didalam APLIKASI hilang padahal ada 66k itu lumayan buat kebutuhan langsung hilang jujur nyesel banget dan pas login lagi suruh nunggu 90 hari mau chat via Diana juga harus nunggu 90 hari,TOLONG UNTUK APLIKASI DANA DIPERBAIKI SEBAIK MUNGKIN KASIAN YANG UANGNYA LANGSUNG HANGUS GITU AJA",banget aplikasi nya buka langsung nomor kenal mohon bantu aplikasi dana uang dalam aplikasi hilang k lumayan butuh langsung hilang jujur sesal banget pas login suruh nunggu chat via ana nunggu tolong aplikasi dana baik kasi uang langsung hangus gitu aja,positif
